sample 2242 is classified as 0, positive_classifiers=45, negative_classifiers=150
sample 980 is classified as 0, positive_classifiers=4, negative_classifiers=906
sample 1592 is classified as 0, positive_classifiers=6, negative_classifiers=150
sample 3081 is classified as 0, positive_classifiers=0, negative_classifiers=738
sample 825 is classified as 0, positive_classifiers=0, negative_classifiers=922
sample 3202 is classified as 0, positive_classifiers=0, negative_classifiers=825
sample 2563 is classified as 0, positive_classifiers=6, negative_classifiers=891
sample 1986 is classified as 1, positive_classifiers=400, negative_classifiers=39
sample 2918 is classified as 1, positive_classifiers=304, negative_classifiers=71
sample 2892 is classified as 1, positive_classifiers=282, negative_classifiers=105
sample 833 is classified as 0, positive_classifiers=106, negative_classifiers=233
sample 3175 is classified as 0, positive_classifiers=0, negative_classifiers=419
sample 1064 is classified as 0, positive_classifiers=0, negative_classifiers=689
sample 2907 is classified as 0, positive_classifiers=0, negative_classifiers=776
sample 1688 is classified as 1, positive_classifiers=277, negative_classifiers=63
sample 1472 is classified as 1, positive_classifiers=412, negative_classifiers=0
sample 1432 is classified as 1, positive_classifiers=169, negative_classifiers=0
sample 2380 is classified as 0, positive_classifiers=0, negative_classifiers=986
sample 305 is classified as 0, positive_classifiers=39, negative_classifiers=99
sample 413 is classified as 0, positive_classifiers=0, negative_classifiers=714
sample 3133 is classified as 0, positive_classifiers=0, negative_classifiers=527
sample 2978 is classified as 0, positive_classifiers=42, negative_classifiers=334
sample 966 is classified as 1, positive_classifiers=258, negative_classifiers=170
sample 1077 is classified as 0, positive_classifiers=0, negative_classifiers=895
sample 1257 is classified as 1, positive_classifiers=340, negative_classifiers=0
sample 1785 is classified as 0, positive_classifiers=222, negative_classifiers=473
sample 3025 is classified as 1, positive_classifiers=407, negative_classifiers=0
sample 2717 is classified as 1, positive_classifiers=446, negative_classifiers=0
sample 1646 is classified as 1, positive_classifiers=412, negative_classifiers=0
sample 2106 is classified as 0, positive_classifiers=35, negative_classifiers=659
sample 1430 is classified as 0, positive_classifiers=0, negative_classifiers=506
sample 2568 is classified as 0, positive_classifiers=0, negative_classifiers=365
sample 2720 is classified as 0, positive_classifiers=6, negative_classifiers=192
sample 3 is classified as 0, positive_classifiers=131, negative_classifiers=146
sample 1775 is classified as 0, positive_classifiers=0, negative_classifiers=526
sample 2666 is classified as 0, positive_classifiers=29, negative_classifiers=268
sample 415 is classified as 0, positive_classifiers=0, negative_classifiers=821
sample 702 is classified as 0, positive_classifiers=61, negative_classifiers=335
sample 2976 is classified as 1, positive_classifiers=192, negative_classifiers=85
sample 3193 is classified as 0, positive_classifiers=113, negative_classifiers=266
sample 2014 is classified as 1, positive_classifiers=353, negative_classifiers=0
sample 2562 is classified as 0, positive_classifiers=48, negative_classifiers=440
sample 1385 is classified as 1, positive_classifiers=463, negative_classifiers=23
sample 948 is classified as 0, positive_classifiers=0, negative_classifiers=751
sample 3239 is classified as 0, positive_classifiers=8, negative_classifiers=311
sample 3068 is classified as 0, positive_classifiers=162, negative_classifiers=296
sample 2786 is classified as 0, positive_classifiers=2, negative_classifiers=795
sample 1755 is classified as 0, positive_classifiers=0, negative_classifiers=623
sample 2651 is classified as 1, positive_classifiers=458, negative_classifiers=0
sample 392 is classified as 1, positive_classifiers=452, negative_classifiers=0
sample 2032 is classified as 0, positive_classifiers=0, negative_classifiers=466
sample 438 is classified as 0, positive_classifiers=165, negative_classifiers=222
sample 301 is classified as 1, positive_classifiers=487, negative_classifiers=0
sample 1834 is classified as 1, positive_classifiers=384, negative_classifiers=28
sample 148 is classified as 1, positive_classifiers=454, negative_classifiers=0
sample 2385 is classified as 0, positive_classifiers=20, negative_classifiers=202
sample 2029 is classified as 0, positive_classifiers=8, negative_classifiers=533
sample 2692 is classified as 0, positive_classifiers=56, negative_classifiers=475
sample 2261 is classified as 0, positive_classifiers=0, negative_classifiers=532
sample 3290 is classified as 0, positive_classifiers=3, negative_classifiers=590
sample 236 is classified as 1, positive_classifiers=388, negative_classifiers=0
sample 1259 is classified as 0, positive_classifiers=86, negative_classifiers=162
sample 252 is classified as 0, positive_classifiers=0, negative_classifiers=230
sample 2158 is classified as 0, positive_classifiers=4, negative_classifiers=699
sample 1903 is classified as 0, positive_classifiers=0, negative_classifiers=465
sample 2732 is classified as 0, positive_classifiers=206, negative_classifiers=300
sample 1813 is classified as 1, positive_classifiers=272, negative_classifiers=155
sample 3247 is classified as 1, positive_classifiers=172, negative_classifiers=80
sample 972 is classified as 0, positive_classifiers=0, negative_classifiers=1065
sample 1178 is classified as 1, positive_classifiers=322, negative_classifiers=0
sample 247 is classified as 1, positive_classifiers=340, negative_classifiers=120
sample 1828 is classified as 0, positive_classifiers=0, negative_classifiers=751
sample 2012 is classified as 0, positive_classifiers=176, negative_classifiers=188
sample 1868 is classified as 1, positive_classifiers=293, negative_classifiers=170
sample 3299 is classified as 0, positive_classifiers=22, negative_classifiers=432
sample 1188 is classified as 0, positive_classifiers=0, negative_classifiers=844
sample 2121 is classified as 0, positive_classifiers=24, negative_classifiers=421
sample 2994 is classified as 0, positive_classifiers=57, negative_classifiers=346
sample 1663 is classified as 1, positive_classifiers=273, negative_classifiers=115
sample 1284 is classified as 0, positive_classifiers=69, negative_classifiers=226
sample 2192 is classified as 1, positive_classifiers=401, negative_classifiers=52
sample 2928 is classified as 0, positive_classifiers=14, negative_classifiers=469
sample 2288 is classified as 0, positive_classifiers=38, negative_classifiers=670
sample 1381 is classified as 1, positive_classifiers=362, negative_classifiers=89
sample 1475 is classified as 0, positive_classifiers=115, negative_classifiers=124
sample 603 is classified as 1, positive_classifiers=349, negative_classifiers=0
sample 3043 is classified as 0, positive_classifiers=11, negative_classifiers=502
sample 2991 is classified as 1, positive_classifiers=132, negative_classifiers=0
sample 2030 is classified as 0, positive_classifiers=40, negative_classifiers=317
sample 2693 is classified as 0, positive_classifiers=14, negative_classifiers=362
sample 107 is classified as 1, positive_classifiers=380, negative_classifiers=0
sample 1289 is classified as 0, positive_classifiers=0, negative_classifiers=644
sample 2409 is classified as 0, positive_classifiers=0, negative_classifiers=797
sample 2546 is classified as 0, positive_classifiers=68, negative_classifiers=683
sample 2726 is classified as 1, positive_classifiers=280, negative_classifiers=144
sample 2004 is classified as 0, positive_classifiers=116, negative_classifiers=146
sample 3085 is classified as 0, positive_classifiers=52, negative_classifiers=446
sample 1348 is classified as 0, positive_classifiers=0, negative_classifiers=433
sample 729 is classified as 1, positive_classifiers=302, negative_classifiers=31
sample 1195 is classified as 1, positive_classifiers=297, negative_classifiers=0
sample 2259 is classified as 0, positive_classifiers=38, negative_classifiers=454
sample 1944 is classified as 0, positive_classifiers=0, negative_classifiers=429
sample 2664 is classified as 0, positive_classifiers=3, negative_classifiers=441
sample 291 is classified as 1, positive_classifiers=260, negative_classifiers=57
sample 2047 is classified as 0, positive_classifiers=53, negative_classifiers=689
sample 1233 is classified as 1, positive_classifiers=264, negative_classifiers=107
sample 1048 is classified as 0, positive_classifiers=0, negative_classifiers=896
sample 753 is classified as 0, positive_classifiers=0, negative_classifiers=1041
sample 849 is classified as 1, positive_classifiers=259, negative_classifiers=0
sample 328 is classified as 0, positive_classifiers=0, negative_classifiers=885
sample 641 is classified as 0, positive_classifiers=3, negative_classifiers=967
sample 277 is classified as 1, positive_classifiers=304, negative_classifiers=0
sample 3209 is classified as 0, positive_classifiers=18, negative_classifiers=441
sample 1633 is classified as 1, positive_classifiers=282, negative_classifiers=27
sample 1090 is classified as 0, positive_classifiers=3, negative_classifiers=447
sample 974 is classified as 0, positive_classifiers=0, negative_classifiers=550
sample 235 is classified as 0, positive_classifiers=29, negative_classifiers=335
sample 2677 is classified as 0, positive_classifiers=42, negative_classifiers=642
sample 1316 is classified as 0, positive_classifiers=64, negative_classifiers=226
sample 952 is classified as 0, positive_classifiers=0, negative_classifiers=686
sample 1690 is classified as 0, positive_classifiers=0, negative_classifiers=131
sample 3185 is classified as 0, positive_classifiers=0, negative_classifiers=935
sample 906 is classified as 0, positive_classifiers=102, negative_classifiers=169
sample 676 is classified as 0, positive_classifiers=0, negative_classifiers=790
sample 2406 is classified as 1, positive_classifiers=278, negative_classifiers=88
sample 809 is classified as 0, positive_classifiers=0, negative_classifiers=645
sample 1630 is classified as 1, positive_classifiers=345, negative_classifiers=119
sample 2334 is classified as 0, positive_classifiers=0, negative_classifiers=723
sample 933 is classified as 0, positive_classifiers=69, negative_classifiers=261
sample 3259 is classified as 1, positive_classifiers=379, negative_classifiers=0
sample 1679 is classified as 0, positive_classifiers=0, negative_classifiers=902
sample 3179 is classified as 0, positive_classifiers=29, negative_classifiers=148
sample 2792 is classified as 0, positive_classifiers=64, negative_classifiers=500
sample 2606 is classified as 0, positive_classifiers=1, negative_classifiers=604
sample 3136 is classified as 0, positive_classifiers=127, negative_classifiers=545
sample 2421 is classified as 0, positive_classifiers=14, negative_classifiers=703
sample 292 is classified as 1, positive_classifiers=95, negative_classifiers=75
sample 1546 is classified as 0, positive_classifiers=28, negative_classifiers=578
sample 1267 is classified as 1, positive_classifiers=404, negative_classifiers=0
sample 2065 is classified as 0, positive_classifiers=20, negative_classifiers=463
sample 1101 is classified as 0, positive_classifiers=0, negative_classifiers=589
sample 1182 is classified as 0, positive_classifiers=0, negative_classifiers=585
sample 848 is classified as 0, positive_classifiers=0, negative_classifiers=1076
sample 1085 is classified as 0, positive_classifiers=17, negative_classifiers=706
sample 2516 is classified as 1, positive_classifiers=283, negative_classifiers=14
sample 1556 is classified as 1, positive_classifiers=393, negative_classifiers=0
sample 1295 is classified as 1, positive_classifiers=376, negative_classifiers=0
sample 449 is classified as 1, positive_classifiers=385, negative_classifiers=0
sample 2186 is classified as 0, positive_classifiers=10, negative_classifiers=791
sample 2823 is classified as 1, positive_classifiers=332, negative_classifiers=198
sample 2742 is classified as 0, positive_classifiers=5, negative_classifiers=825
sample 874 is classified as 1, positive_classifiers=415, negative_classifiers=0
sample 1901 is classified as 0, positive_classifiers=38, negative_classifiers=293
sample 2943 is classified as 0, positive_classifiers=42, negative_classifiers=618
sample 3198 is classified as 1, positive_classifiers=280, negative_classifiers=145
sample 1969 is classified as 1, positive_classifiers=459, negative_classifiers=67
sample 2323 is classified as 0, positive_classifiers=27, negative_classifiers=646
sample 211 is classified as 0, positive_classifiers=61, negative_classifiers=318
sample 1455 is classified as 0, positive_classifiers=0, negative_classifiers=844
sample 1032 is classified as 0, positive_classifiers=0, negative_classifiers=297
sample 3004 is classified as 1, positive_classifiers=315, negative_classifiers=46
sample 1941 is classified as 0, positive_classifiers=0, negative_classifiers=961
sample 40 is classified as 0, positive_classifiers=0, negative_classifiers=611
sample 2229 is classified as 1, positive_classifiers=447, negative_classifiers=0
sample 1956 is classified as 0, positive_classifiers=3, negative_classifiers=895
sample 811 is classified as 1, positive_classifiers=279, negative_classifiers=112
sample 776 is classified as 1, positive_classifiers=296, negative_classifiers=228
sample 1066 is classified as 0, positive_classifiers=9, negative_classifiers=317
sample 2146 is classified as 0, positive_classifiers=219, negative_classifiers=254
sample 1678 is classified as 0, positive_classifiers=113, negative_classifiers=161
sample 1113 is classified as 0, positive_classifiers=17, negative_classifiers=552
sample 2610 is classified as 0, positive_classifiers=17, negative_classifiers=673
sample 3188 is classified as 0, positive_classifiers=0, negative_classifiers=866
sample 2459 is classified as 0, positive_classifiers=0, negative_classifiers=798
sample 2460 is classified as 0, positive_classifiers=1, negative_classifiers=714
sample 828 is classified as 1, positive_classifiers=449, negative_classifiers=0
sample 786 is classified as 0, positive_classifiers=37, negative_classifiers=99
sample 537 is classified as 1, positive_classifiers=180, negative_classifiers=31
sample 1491 is classified as 0, positive_classifiers=32, negative_classifiers=290
sample 2690 is classified as 0, positive_classifiers=2, negative_classifiers=791
sample 2944 is classified as 0, positive_classifiers=19, negative_classifiers=1018
sample 1930 is classified as 0, positive_classifiers=1, negative_classifiers=577
sample 393 is classified as 0, positive_classifiers=0, negative_classifiers=601
sample 3039 is classified as 0, positive_classifiers=4, negative_classifiers=690
sample 940 is classified as 1, positive_classifiers=372, negative_classifiers=24
sample 1703 is classified as 1, positive_classifiers=401, negative_classifiers=0
sample 3265 is classified as 1, positive_classifiers=309, negative_classifiers=0
sample 1670 is classified as 1, positive_classifiers=412, negative_classifiers=0
sample 1080 is classified as 1, positive_classifiers=376, negative_classifiers=0
sample 197 is classified as 0, positive_classifiers=0, negative_classifiers=550
sample 1269 is classified as 0, positive_classifiers=55, negative_classifiers=165
sample 2676 is classified as 0, positive_classifiers=24, negative_classifiers=773
sample 2832 is classified as 0, positive_classifiers=24, negative_classifiers=840
sample 1617 is classified as 0, positive_classifiers=0, negative_classifiers=752
sample 3069 is classified as 0, positive_classifiers=185, negative_classifiers=599
sample 1088 is classified as 0, positive_classifiers=0, negative_classifiers=765
sample 1760 is classified as 0, positive_classifiers=84, negative_classifiers=588
sample 1183 is classified as 0, positive_classifiers=19, negative_classifiers=714
sample 2250 is classified as 0, positive_classifiers=10, negative_classifiers=751
sample 3107 is classified as 0, positive_classifiers=37, negative_classifiers=292
sample 3045 is classified as 1, positive_classifiers=270, negative_classifiers=101
sample 2880 is classified as 0, positive_classifiers=2, negative_classifiers=799
sample 701 is classified as 0, positive_classifiers=54, negative_classifiers=306
sample 859 is classified as 0, positive_classifiers=0, negative_classifiers=742
sample 3231 is classified as 0, positive_classifiers=0, negative_classifiers=148
sample 2952 is classified as 0, positive_classifiers=35, negative_classifiers=916
sample 155 is classified as 1, positive_classifiers=300, negative_classifiers=0
sample 1691 is classified as 0, positive_classifiers=9, negative_classifiers=521
sample 3054 is classified as 0, positive_classifiers=4, negative_classifiers=789
sample 3072 is classified as 0, positive_classifiers=11, negative_classifiers=209
sample 2828 is classified as 0, positive_classifiers=51, negative_classifiers=342
sample 1676 is classified as 1, positive_classifiers=288, negative_classifiers=5
sample 2882 is classified as 1, positive_classifiers=296, negative_classifiers=21
sample 2549 is classified as 1, positive_classifiers=498, negative_classifiers=14
sample 165 is classified as 1, positive_classifiers=426, negative_classifiers=0
sample 1968 is classified as 0, positive_classifiers=34, negative_classifiers=748
sample 1588 is classified as 0, positive_classifiers=24, negative_classifiers=638
sample 3266 is classified as 0, positive_classifiers=27, negative_classifiers=574
sample 2719 is classified as 0, positive_classifiers=22, negative_classifiers=242
sample 1680 is classified as 1, positive_classifiers=385, negative_classifiers=0
sample 174 is classified as 1, positive_classifiers=226, negative_classifiers=179
sample 1441 is classified as 1, positive_classifiers=387, negative_classifiers=0
sample 2 is classified as 0, positive_classifiers=37, negative_classifiers=728
sample 1553 is classified as 1, positive_classifiers=405, negative_classifiers=0
sample 597 is classified as 0, positive_classifiers=33, negative_classifiers=413
sample 3156 is classified as 0, positive_classifiers=0, negative_classifiers=680
sample 1866 is classified as 0, positive_classifiers=6, negative_classifiers=529
sample 793 is classified as 0, positive_classifiers=0, negative_classifiers=1006
sample 147 is classified as 0, positive_classifiers=0, negative_classifiers=759
sample 2108 is classified as 1, positive_classifiers=417, negative_classifiers=32
sample 2327 is classified as 0, positive_classifiers=77, negative_classifiers=312
sample 1311 is classified as 0, positive_classifiers=60, negative_classifiers=405
sample 1465 is classified as 0, positive_classifiers=0, negative_classifiers=922
sample 3151 is classified as 1, positive_classifiers=405, negative_classifiers=0
sample 1692 is classified as 0, positive_classifiers=0, negative_classifiers=902
sample 55 is classified as 0, positive_classifiers=1, negative_classifiers=793
sample 3210 is classified as 0, positive_classifiers=0, negative_classifiers=716
sample 797 is classified as 1, positive_classifiers=424, negative_classifiers=0
sample 2211 is classified as 0, positive_classifiers=21, negative_classifiers=481
sample 1275 is classified as 0, positive_classifiers=0, negative_classifiers=120
sample 2114 is classified as 0, positive_classifiers=0, negative_classifiers=676
sample 2415 is classified as 0, positive_classifiers=12, negative_classifiers=807
sample 319 is classified as 0, positive_classifiers=0, negative_classifiers=714
sample 1996 is classified as 0, positive_classifiers=149, negative_classifiers=221
sample 3036 is classified as 0, positive_classifiers=0, negative_classifiers=526
sample 371 is classified as 1, positive_classifiers=113, negative_classifiers=0
sample 2438 is classified as 1, positive_classifiers=419, negative_classifiers=98
sample 1905 is classified as 0, positive_classifiers=17, negative_classifiers=809
sample 1456 is classified as 0, positive_classifiers=0, negative_classifiers=284
sample 1176 is classified as 1, positive_classifiers=294, negative_classifiers=0
sample 2852 is classified as 1, positive_classifiers=221, negative_classifiers=50
sample 3238 is classified as 0, positive_classifiers=21, negative_classifiers=594
sample 1153 is classified as 0, positive_classifiers=0, negative_classifiers=734
sample 2827 is classified as 0, positive_classifiers=0, negative_classifiers=859
sample 663 is classified as 0, positive_classifiers=0, negative_classifiers=1046
sample 2931 is classified as 1, positive_classifiers=83, negative_classifiers=0
sample 1857 is classified as 0, positive_classifiers=0, negative_classifiers=235
sample 404 is classified as 0, positive_classifiers=0, negative_classifiers=331
sample 1914 is classified as 0, positive_classifiers=4, negative_classifiers=574
sample 745 is classified as 0, positive_classifiers=0, negative_classifiers=1106
sample 3286 is classified as 0, positive_classifiers=5, negative_classifiers=311
sample 514 is classified as 0, positive_classifiers=71, negative_classifiers=207
sample 2200 is classified as 0, positive_classifiers=35, negative_classifiers=652
sample 1007 is classified as 1, positive_classifiers=397, negative_classifiers=21
sample 2749 is classified as 0, positive_classifiers=5, negative_classifiers=529
sample 137 is classified as 0, positive_classifiers=0, negative_classifiers=879
sample 2407 is classified as 0, positive_classifiers=35, negative_classifiers=916
sample 2644 is classified as 0, positive_classifiers=2, negative_classifiers=866
sample 3224 is classified as 1, positive_classifiers=326, negative_classifiers=0
sample 1103 is classified as 1, positive_classifiers=340, negative_classifiers=0
sample 1069 is classified as 1, positive_classifiers=101, negative_classifiers=71
sample 1335 is classified as 0, positive_classifiers=103, negative_classifiers=109
sample 1577 is classified as 1, positive_classifiers=162, negative_classifiers=12
sample 400 is classified as 0, positive_classifiers=0, negative_classifiers=475
sample 2936 is classified as 0, positive_classifiers=0, negative_classifiers=859
sample 3155 is classified as 0, positive_classifiers=24, negative_classifiers=595
sample 2941 is classified as 0, positive_classifiers=4, negative_classifiers=690
sample 891 is classified as 1, positive_classifiers=295, negative_classifiers=25
sample 726 is classified as 1, positive_classifiers=301, negative_classifiers=0
sample 2279 is classified as 0, positive_classifiers=0, negative_classifiers=913
sample 834 is classified as 0, positive_classifiers=0, negative_classifiers=1140
sample 2893 is classified as 0, positive_classifiers=92, negative_classifiers=397
sample 2129 is classified as 0, positive_classifiers=11, negative_classifiers=385
sample 408 is classified as 1, positive_classifiers=295, negative_classifiers=0
sample 2434 is classified as 0, positive_classifiers=4, negative_classifiers=312
sample 1271 is classified as 0, positive_classifiers=64, negative_classifiers=144
sample 1675 is classified as 0, positive_classifiers=11, negative_classifiers=93
sample 2038 is classified as 0, positive_classifiers=12, negative_classifiers=735
sample 528 is classified as 0, positive_classifiers=0, negative_classifiers=866
sample 3162 is classified as 0, positive_classifiers=0, negative_classifiers=1076
sample 2524 is classified as 0, positive_classifiers=2, negative_classifiers=866
sample 2704 is classified as 0, positive_classifiers=17, negative_classifiers=673
sample 2558 is classified as 0, positive_classifiers=20, negative_classifiers=450
sample 2620 is classified as 0, positive_classifiers=67, negative_classifiers=744
sample 651 is classified as 0, positive_classifiers=0, negative_classifiers=844
sample 802 is classified as 0, positive_classifiers=64, negative_classifiers=328
sample 129 is classified as 1, positive_classifiers=301, negative_classifiers=0
sample 138 is classified as 1, positive_classifiers=452, negative_classifiers=0
sample 2853 is classified as 1, positive_classifiers=367, negative_classifiers=13
sample 1730 is classified as 0, positive_classifiers=41, negative_classifiers=522
sample 491 is classified as 0, positive_classifiers=0, negative_classifiers=1012
sample 1283 is classified as 0, positive_classifiers=98, negative_classifiers=276
sample 898 is classified as 1, positive_classifiers=380, negative_classifiers=0
sample 2117 is classified as 0, positive_classifiers=6, negative_classifiers=227
sample 554 is classified as 0, positive_classifiers=0, negative_classifiers=187
sample 2681 is classified as 1, positive_classifiers=440, negative_classifiers=0
sample 2554 is classified as 1, positive_classifiers=416, negative_classifiers=0
sample 2917 is classified as 0, positive_classifiers=9, negative_classifiers=561
sample 1544 is classified as 0, positive_classifiers=65, negative_classifiers=378
sample 1863 is classified as 0, positive_classifiers=3, negative_classifiers=716
sample 2074 is classified as 1, positive_classifiers=421, negative_classifiers=0
sample 283 is classified as 0, positive_classifiers=0, negative_classifiers=750
sample 1769 is classified as 0, positive_classifiers=28, negative_classifiers=587
sample 96 is classified as 0, positive_classifiers=107, negative_classifiers=172
sample 2879 is classified as 1, positive_classifiers=301, negative_classifiers=0
sample 361 is classified as 0, positive_classifiers=0, negative_classifiers=717
sample 2613 is classified as 0, positive_classifiers=50, negative_classifiers=329
sample 403 is classified as 1, positive_classifiers=300, negative_classifiers=0
sample 2863 is classified as 1, positive_classifiers=352, negative_classifiers=0
sample 2858 is classified as 0, positive_classifiers=0, negative_classifiers=691
sample 1545 is classified as 1, positive_classifiers=318, negative_classifiers=243
sample 2857 is classified as 0, positive_classifiers=72, negative_classifiers=344
sample 1881 is classified as 0, positive_classifiers=0, negative_classifiers=817
sample 2217 is classified as 0, positive_classifiers=0, negative_classifiers=479
sample 1532 is classified as 0, positive_classifiers=10, negative_classifiers=184
sample 687 is classified as 0, positive_classifiers=5, negative_classifiers=892
sample 2957 is classified as 0, positive_classifiers=33, negative_classifiers=373
sample 2672 is classified as 0, positive_classifiers=19, negative_classifiers=586
sample 1234 is classified as 0, positive_classifiers=36, negative_classifiers=187
sample 222 is classified as 0, positive_classifiers=0, negative_classifiers=789
sample 839 is classified as 1, positive_classifiers=303, negative_classifiers=0
sample 345 is classified as 1, positive_classifiers=303, negative_classifiers=0
sample 2779 is classified as 0, positive_classifiers=11, negative_classifiers=467
sample 2626 is classified as 0, positive_classifiers=56, negative_classifiers=319
sample 3123 is classified as 1, positive_classifiers=393, negative_classifiers=34
sample 968 is classified as 0, positive_classifiers=0, negative_classifiers=55
sample 2411 is classified as 1, positive_classifiers=366, negative_classifiers=41
sample 1654 is classified as 1, positive_classifiers=415, negative_classifiers=0
sample 234 is classified as 0, positive_classifiers=35, negative_classifiers=322
sample 2232 is classified as 0, positive_classifiers=151, negative_classifiers=324
sample 969 is classified as 1, positive_classifiers=349, negative_classifiers=0
sample 188 is classified as 1, positive_classifiers=399, negative_classifiers=14
sample 2601 is classified as 0, positive_classifiers=25, negative_classifiers=439
sample 205 is classified as 0, positive_classifiers=0, negative_classifiers=288
sample 1865 is classified as 0, positive_classifiers=37, negative_classifiers=315
sample 775 is classified as 0, positive_classifiers=0, negative_classifiers=526
sample 1121 is classified as 0, positive_classifiers=0, negative_classifiers=742
sample 3009 is classified as 1, positive_classifiers=406, negative_classifiers=26
sample 2136 is classified as 0, positive_classifiers=130, negative_classifiers=354
sample 2322 is classified as 1, positive_classifiers=263, negative_classifiers=196
sample 2162 is classified as 1, positive_classifiers=358, negative_classifiers=82
sample 2446 is classified as 0, positive_classifiers=0, negative_classifiers=584
sample 1368 is classified as 0, positive_classifiers=3, negative_classifiers=580
sample 2513 is classified as 0, positive_classifiers=14, negative_classifiers=894
sample 2504 is classified as 0, positive_classifiers=104, negative_classifiers=173
sample 2389 is classified as 0, positive_classifiers=13, negative_classifiers=487
sample 1468 is classified as 0, positive_classifiers=0, negative_classifiers=652
sample 2248 is classified as 0, positive_classifiers=5, negative_classifiers=601
sample 3197 is classified as 0, positive_classifiers=30, negative_classifiers=520
sample 1039 is classified as 0, positive_classifiers=0, negative_classifiers=818
sample 703 is classified as 1, positive_classifiers=429, negative_classifiers=0
